objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,sabrengisadminLim_Favelas_2019area,Shape__Area,Shape__Length
826,271,Frederico Faulhaber,2,0,Isolada,1981/08/26 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,1170,365,IBGE - Censo Demográfico 2010,N,56300.5704955,56300.5710673776,3223.2430215688
827,272,Jacaré,1,2118,Fazenda Coqueiro,1981/09/21 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,5210,1667,IBGE - Censo Demográfico 2010,N,229057.242289,229057.24662293,3412.83156589657
828,273,Nilo,1,2110,Nilo,1981/08/21 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,452,135,IPP com base em IBGE - Censo Demográfico 2010,N,11381.2958554,11381.2958552256,678.011247357778
829,274,Rua Jabaquara,2,0,Isolada,1981/08/21 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,215,65,IPP com base em IBGE - Censo Demográfico 2010,N,3299.88502876,3299.88502870195,243.166447304669
830,275,Rua Santo Expedito,1,2112,Vila Brasil,1981/08/21 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,605,177,IPP com base em IBGE - Censo Demográfico 2010,N,9186.45189404,9186.45189401082,420.942427733867
831,276,Tibagi,1,2120,Tibagi,1981/08/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2120,662,IPP com base em IBGE - Censo Demográfico 2010,N,108576.167695,108576.170644331,2466.51293443974
832,277,Vila Brasil,1,2112,Vila Brasil,1981/08/21 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,1631,520,IBGE - Censo Demográfico 2010,N,40463.578646,40463.5786460013,926.807693608636
833,278,Vila Catiri,1,2121,Vila Catiri,1981/09/09 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,3396,1082,IBGE - Censo Demográfico 2010,N,98350.10228,98350.1022801163,1822.00914702298
834,279,Vila do Vintém,1,2113,Vila do Vintém,1981/09/02 03:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,14647,4728,IBGE - Censo Demográfico 2010,N,487719.88438,487719.883089029,4029.0603014505
835,280,Vila Progresso,1,2116,Alto Kennedy,1981/10/06 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,1497,484,IBGE - Censo Demográfico 2010,Vila Kennedy,58797.5209983,58797.5209983116,1243.24188905959
836,281,Vila Santo Antônio (RA - Realengo),1,2110,Nilo,1981/08/21 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,704,207,IBGE - Censo Demográfico 2010,N,14756.3872295,14756.3872294668,652.153254506084
837,282,Jardim São Bento,1,2122,Vila Porta do Céu,1995/06/20 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,554,185,IBGE - Censo Demográfico 2010,N,17853.1035381,17853.1035379437,681.521453965507
838,283,Vila São Miguel,1,2115,Vila São Miguel,1981/08/15 03:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,1654,518,IPP com base em IBGE - Censo Demográfico 2010,N,63057.379505,63057.3795047206,1807.65350507861
839,284,Vila União da Paz,2,0,Isolada,1981/09/02 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,831,249,IBGE - Censo Demográfico 2010,N,24912.6459708,24912.64597089,701.208380320039
840,285,Anes Dias,1,2118,Fazenda Coqueiro,1981/10/06 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,331,113,IBGE - Censo Demográfico 2010,N,9492.87591124,9492.87591124395,461.694031971242
841,286,"Estrada da Caroba, nº 889",2,0,Isolada,1981/09/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,50,12,IPP com base em IBGE - Censo Demográfico 2010,N,1662.46271782,1662.46271788059,204.570721509262
842,287,Morro da Esperança,1,2128,Morro da Esperança,1981/09/09 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,676,203,IBGE - Censo Demográfico 2010,N,32846.0697607,32846.069030203,1293.69209867687
843,288,Rio Piraquê,2,0,Isolada,1981/10/04 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,5950,1838,IPP com base em IBGE - Censo Demográfico 2010,N,447074.427048,447074.422365798,7248.28665667201
844,289,"Rua Teixeira Campos, nº 96/102",1,2128,Morro da Esperança,1981/09/09 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,529,160,IBGE - Censo Demográfico 2010,N,25465.0570299,25465.0570296812,839.307834599317
845,290,"Rua Teixeira Campos, nº 642",1,2128,Morro da Esperança,1981/09/09 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,321,102,IPP com base em IBGE - Censo Demográfico 2010,N,11161.7025893,11161.7025893471,623.882062491808
846,318,Tirol,2,0,Isolada,1995/05/31 03:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,2567,860,IPP com base em IBGE - Censo Demográfico 2010,N,154394.306738,154394.306309705,4382.28597200851
847,373,Sítio do Pai João,1,2107,Tijuquinha,1992/03/31 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,2520,885,IBGE - Censo Demográfico 2010,N,76393.4003919,76393.3960838484,2399.37524889016
848,443,Vila da Paz (RA - Barra da Tijuca),1,2107,Tijuquinha,1991/07/18 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,551,183,IBGE - Censo Demográfico 2010,N,6655.81780635,6655.81780627584,336.399449941508
849,374,Tijuquinha,1,2107,Tijuquinha,1981/09/23 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,5833,2059,IBGE - Censo Demográfico 2010,N,100044.379993,100044.379993297,1341.38046404761
850,41,Chácara do Céu,2,0,Isolada,1981/08/07 03:00:00+00,30,Vidigal,6,Lagoa,2.1,Zona Sul,2,694,214,IBGE - Censo Demográfico 2010,Vidigal / Chácara do Céu,21938.8237006,21938.8237005774,950.714793922415
851,446,Vila Pedra Bonita,1,2020,Vila Canoas,1990/02/16 03:00:00+00,31,São Conrado,6,Lagoa,2.1,Zona Sul,2,207,55,IBGE - Censo Demográfico 2010,N,10868.8224738,10868.822473762,560.007384056331
852,375,Vila Canoas,1,2020,Vila Canoas,1981/09/22 03:00:00+00,31,São Conrado,6,Lagoa,2.1,Zona Sul,2,758,254,IBGE - Censo Demográfico 2010,N,10561.8415897,10561.8415896072,651.926563936253
853,370,Muzema,1,2106,Muzema,1981/09/24 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,4503,1528,IBGE - Censo Demográfico 2010,N,93830.0710593,93830.0681622596,3591.81128622899
854,462,Cambalacho,1,2106,Muzema,1991/07/23 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1477,499,IBGE - Censo Demográfico 2010,N,29863.537489,29863.5374889962,741.682108261345
855,361,Angu Duro,2,0,Isolada,1981/09/24 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,493,152,IBGE - Censo Demográfico 2010,N,18970.0358298,18970.0358300767,922.150038279042
856,369,Floresta da Barra da Tijuca,2,0,Isolada,1988/08/01 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,3434,1019,IBGE - Censo Demográfico 2010,N,156203.588511,156203.58851094,2194.41057559088
857,396,Agrícola,1,2104,Agrícola,1986/04/24 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,505,159,IBGE - Censo Demográfico 2010,N,59552.5565963,59552.5565963427,1594.23315804401
858,398,Furnas,1,2104,Agrícola,1986/02/01 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,239,88,IBGE - Censo Demográfico 2010,N,20063.1008449,20063.1008448636,999.372713602317
859,397,Fazenda,2,0,Isolada,1986/03/02 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,444,154,IBGE - Censo Demográfico 2010,N,35959.0292777,35959.0292777432,1656.14713855802
860,291,Vila Comari,1,2131,Vila Mangueiral,1981/09/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,364,114,IBGE - Censo Demográfico 2010,N,15291.5299095,15291.5299095596,980.430765500967
861,292,Vila do Céu,1,2130,Vila do Céu,1981/11/17 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3014,919,IBGE - Censo Demográfico 2010,N,206321.723475,206321.725289278,2560.11198102571
862,293,Vila Jurari,2,0,Isolada,1981/10/15 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,216,69,IBGE - Censo Demográfico 2010,N,5763.67277108,5763.67277101612,403.123199022468
863,294,Vila São Jorge (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/24 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3568,1147,IBGE - Censo Demográfico 2010,N,149521.572195,149521.572195108,2082.36113202808
864,295,Vila União (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/10 03:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,1246,407,IPP com base em IBGE - Censo Demográfico 2010,N,70415.3221458,70415.3221457473,1229.92672664503
865,296,Vila Nossa Senhora da Paz,1,2094,Condomínio Paco do Lumiar,1988/08/01 03:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,442,167,IBGE - Censo Demográfico 2010,N,9876.0650473,9876.0650473223,632.605884929071
866,297,"Avenida João XXIII, nº 300",2,0,Isolada,1981/09/25 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,660,209,IBGE - Censo Demográfico 2010,N,67355.3605324,67355.3602891312,1930.22470512238
867,298,Beco da Guarda,2,0,Isolada,1981/10/01 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,955,268,IBGE - Censo Demográfico 2010,N,56347.8906743,56347.8922221937,1880.29507072299
868,299,Coréia (RA - Santa Cruz),2,0,Isolada,1981/09/24 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,221,68,IBGE - Censo Demográfico 2010,N,8985.69781126,8985.69781127359,429.994582647535
869,300,Divinéia,1,2139,Três Pontes,1981/09/16 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,4436,1332,IPP com base em IBGE - Censo Demográfico 2010,N,308085.616682,308085.615193832,4000.85015230094
870,301,Linha de Austin,1,2135,Linha de Austin,1981/10/30 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1963,573,IBGE - Censo Demográfico 2010,N,142350.829046,142350.817591861,6636.95522954616
871,302,Margem do Canal do Cação Vermelho,2,0,Isolada,1981/11/24 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1422,405,IBGE - Censo Demográfico 2010,N,125090.91769,125090.917690441,3081.29675282156
872,303,Margem do Canal de São Francisco,2,0,Isolada,1981/10/01 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,215,60,IBGE - Censo Demográfico 2010,N,17188.6835572,17188.683557212,1844.29550853064
873,304,Rua Iconha,2,0,Isolada,1981/09/24 03:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,82,24,IPP com base em IBGE - Censo Demográfico 2010,N,5574.14167322,5574.14167331604,362.940880308497
874,305,Três Pontes,1,2139,Três Pontes,1981/09/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,4206,1269,IBGE - Censo Demográfico 2010,N,378844.289381,378844.29429956,4465.41609811316
875,306,Vala do Sangue,2,0,Isolada,1981/09/25 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1346,393,IBGE - Censo Demográfico 2010,N,79629.6520609,79629.6559907698,3325.25886354269
876,307,Bairro da Sapucaia,1,2065,Praia da Rosa,1981/07/15 03:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1567,477,IBGE - Censo Demográfico 2010,N,22117.3738435,22117.3738435538,769.904739747404
877,308,Bairro Nossa Senhora das Graças,1,2061,Bairro Nossa Senhora das Graças,1981/07/15 03:00:00+00,94,Pitangueiras,20,Ilha do Governador,3.7,Ilha do Governador,3,7127,2355,IPP com base em IBGE - Censo Demográfico 2010,N,127622.628745,127622.628744902,2253.02894863269
878,309,Bela Vista da Pichuna,1,2062,Bela Vista da Pichuna,1981/06/16 03:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,4122,1343,IBGE - Censo Demográfico 2010,N,95811.6968651,95811.6956853359,2051.89807008475
879,310,Colônia de Pescadores Almirante Gomes Pereira,2,0,Isolada,1981/06/23 03:00:00+00,93,Cacuia,20,Ilha do Governador,3.7,Ilha do Governador,3,2345,787,IBGE - Censo Demográfico 2010,N,78538.7453997,78538.7453995284,1299.31195948583
880,311,Conjunto Residencial dos Servidores Municipais,1,2063,Conjunto Residencial dos Servidores,1981/07/09 03:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1369,437,IBGE - Censo Demográfico 2010,N,81009.8643025,81009.8643024548,2608.33418983494
881,312,Guarabu,1,2064,Morro do Dendê,1981/07/10 03:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,6886,2284,IPP com base em IBGE - Censo Demográfico 2010,N,164257.074697,164257.085157995,3362.39501653342
882,313,Morro das Araras,1,2062,Bela Vista da Pichuna,1981/06/18 03:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,681,231,IBGE - Censo Demográfico 2010,N,16546.1836543,16546.1836541002,1057.07904130753
883,314,Morro do Dendê,1,2064,Morro do Dendê,1981/07/09 03:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,10036,3260,IPP com base em IBGE - Censo Demográfico 2010,N,226296.492843,226296.492843202,2919.913713548
884,315,Morro do Querosene,1,2063,Conjunto Residencial dos Servidores,1981/07/10 03:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,805,258,IBGE - Censo Demográfico 2010,N,20233.854562,20233.8545621283,728.582321511868
885,316,Parque Proletário dos Bancários,2,0,Isolada,1988/06/29 03:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,3728,1179,IBGE - Censo Demográfico 2010,N,77240.4582368,77240.4582368667,1298.67960180744
886,317,Parque Royal,2,0,Isolada,1981/06/24 03:00:00+00,103,Portuguesa,20,Ilha do Governador,3.7,Ilha do Governador,3,6345,1956,IBGE - Censo Demográfico 2010,N,91329.2947245,91329.2946119718,1493.79682969265
887,319,Praia da Rosa,1,2065,Praia da Rosa,1988/06/26 03:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1832,558,IBGE - Censo Demográfico 2010,N,30681.6179644,30681.617964231,1094.46551521544
888,320,Jardim Duas Praias,1,2063,Conjunto Residencial dos Servidores,1981/07/22 03:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,910,292,IBGE - Censo Demográfico 2010,N,30286.8974771,30286.897477271,1507.25614065065
889,321,Rua Guariúba,1,2064,Morro do Dendê,1981/07/22 03:00:00+00,96,Cocotá,20,Ilha do Governador,3.7,Ilha do Governador,3,201,65,IBGE - Censo Demográfico 2010,N,6291.7198376,6291.71983758072,466.602557113063
890,322,"Rua Rodano, Lote 22, Quadra 31",1,2064,Morro do Dendê,1981/07/17 03:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,81,27,IPP com base em IBGE - Censo Demográfico 2010,N,1751.69676466,1751.69676466414,188.275542850404
891,323,Serra Morena,2,0,Isolada,1981/07/08 03:00:00+00,99,Jardim Guanabara,20,Ilha do Governador,3.7,Ilha do Governador,3,636,210,IBGE - Censo Demográfico 2010,N,14386.7181431,14386.7181430833,784.128148468602
892,324,Tremembé,2,0,Isolada,1981/07/13 03:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,748,218,IBGE - Censo Demográfico 2010,N,17789.1896074,17789.1896074621,718.365562380778
893,325,Almirante Tamandaré,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/07 03:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,270,79,IPP com base em IBGE - Censo Demográfico 2010,N,8467.98814772,8467.98718254731,484.868664373555
894,326,Avenida,1,2069,Avenida,1981/09/22 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,28,9,IPP com base em IBGE - Censo Demográfico 2010,N,13722.0088691,13722.008869169,1213.7923758194
895,327,Bairro da Pedreira,1,2075,Bairro da Pedreira,1981/09/21 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,8339,2410,IBGE - Censo Demográfico 2010,N,315002.532159,315002.532330687,3220.10587535615
896,328,Beira Rio - Rua Arnaldo Murineli - (RA - Anchieta),1,2070,Beira Rio - Rua Arnaldo Murineli,1981/09/22 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,288,83,IBGE - Censo Demográfico 2010,N,35446.066154,35446.0648114454,1798.85805843244
897,329,Beira Rio - Rua Matura (RA - Pavuna),2,0,Isolada,1981/09/21 03:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,0,0, ,N,3630.44284859,3630.44352312375,367.007644638213
898,330,Fazenda Botafogo / Margem da Linha,1,2075,Bairro da Pedreira,1981/09/22 03:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,7884,2414,IBGE - Censo Demográfico 2010,N,313242.587151,313242.584694367,3149.94073577893
899,331,Faz Quem Quer (RA - Anchieta),1,2071,Parque Criança Esperança,1982/06/30 03:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,767,236,IPP com base em IBGE - Censo Demográfico 2010,N,19578.6715906,19578.6715908066,756.33479777102
900,332,Fé em Deus,2,0,Isolada,1981/09/22 03:00:00+00,108,Parque Anchieta,22,Anchieta,3.6,Pavuna,3,879,243,IBGE - Censo Demográfico 2010,N,21068.27353,21068.2735299417,720.243709079843
901,333,Furão,2,0,Isolada,1981/09/07 03:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,571,178,IBGE - Censo Demográfico 2010,N,13558.4835628,13558.4835624922,698.943875769602
902,334,"Gleba I, da Antiga Fazenda Botafogo",1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/01/02 03:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,11704,3879,IBGE - Censo Demográfico 2010,N,480107.314958,480107.3141405,5813.11227559606
903,335,Caminho do Job,1,2076,Chico Mendes (Morro do Chapadão),1981/10/22 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,3260,1014,IPP com base em IBGE - Censo Demográfico 2010,N,119470.362486,119470.362485681,1502.16675453335
904,336,Margem da Linha,2,0,Isolada,1981/09/23 03:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,1381,421,IBGE - Censo Demográfico 2010,N,40582.4975116,40582.4971342225,1018.7500233045
905,337,Morro do Mata Quatro,2,0,Isolada,1981/09/23 03:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,884,308,IBGE - Censo Demográfico 2010,N,32638.2409406,32638.2409404612,726.266565827037
906,338,Oliveira Bueno,1,2069,Avenida,1981/09/22 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,116,34,IPP com base em IBGE - Censo Demográfico 2010,N,13089.6224379,13089.6224381018,688.879663107351
907,339,Parque Acari,1,2073,Acari,1982/02/08 03:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,6538,1884,IBGE - Censo Demográfico 2010,N,157774.170021,157774.169145342,2383.79874564978
908,340,Parque Anchieta,2,0,Isolada,1981/09/12 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,516,156,IBGE - Censo Demográfico 2010,N,19667.3297165,19667.3297163011,1695.80077184948
909,341,Parque Bela Vista,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/23 03:00:00+00,87,Honório Gurgel,15,Madureira,3.3,Madureira,3,1487,454,IBGE - Censo Demográfico 2010,N,43226.1837912,43226.1837912359,1299.13935296014
910,342,Parque Columbia,2,0,Isolada,1981/09/21 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,488,173,IBGE - Censo Demográfico 2010,N,15820.1232275,15820.1232274293,2179.20350481229
911,343,Parque São José,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/10/07 03:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,1345,418,IBGE - Censo Demográfico 2010,N,45345.260276,45345.2602758409,1065.71963244664
912,344,Parque Unidos,1,2079,Parque Unidos,1981/09/21 03:00:00+00,159,Parque Colúmbia,25,Pavuna,3.6,Pavuna,3,2048,604,IBGE - Censo Demográfico 2010,N,91495.9645993,91495.9625155046,2677.62796731587
913,345,Araguatins,1,2074,Araguatins,1981/09/22 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,149,45,IPP com base em IBGE - Censo Demográfico 2010,N,5117.41696989,5117.41696982257,828.074005182078
914,346,Rua Itatiba,1,2069,Avenida,1981/10/13 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,175,51,IBGE - Censo Demográfico 2010,N,8014.34338152,8014.34338147186,723.799499688102
915,347,Rua Parnaíba,2,0,Isolada,1981/09/14 03:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,26,9,IPP com base em IBGE - Censo Demográfico 2010,N,1884.04125483,1884.0412548481,179.36833478967
916,348,Sossego - Alegria,1,2032,Bairro Proletário do Dique,1981/08/06 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,1621,499,IBGE - Censo Demográfico 2010,N,57482.5576491,57482.5576490538,1167.00869669972
917,349,Vila Beira Rio,1,2032,Bairro Proletário do Dique,1981/08/06 03:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,2584,794,IBGE - Censo Demográfico 2010,N,123097.625056,123097.627733486,2762.24578666633
918,350,Vila Esperança (RA - Pavuna),1,2073,Acari,1982/03/08 03:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,5233,1538,IBGE - Censo Demográfico 2010,N,140645.776732,140645.776731765,2565.87237242158
919,351,Vila Eugênia,1,2059,Vila Eugênia,1981/09/23 03:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,4686,1485,IBGE - Censo Demográfico 2010,N,134915.677434,134915.677434198,2393.70471472289
920,352,Vila Rica de Irajá,1,2073,Acari,1982/02/18 03:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,10215,3035,IBGE - Censo Demográfico 2010,N,318145.690734,318145.694473996,5801.25638651823
921,353,Baronesa,1,2014,Vila Paraíso,1981/12/16 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,172,57,IBGE - Censo Demográfico 2010,N,3812.5079921,3812.50799202988,282.147468235196
922,354,Francisco de Castro,2,0,Isolada,1981/12/16 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,49,11,IPP com base em IBGE - Censo Demográfico 2010,N,1612.35510184,1612.35510182393,174.558456407513
923,355,Júlio Otoni,2,0,Isolada,1981/03/31 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,758,231,IBGE - Censo Demográfico 2010,Cerro Corá,21225.3525965,21225.3529026359,781.50004143004
924,356,Morro da Coroa,2,0,Isolada,1981/12/23 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,4069,1323,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,81893.2738437,81893.2738437415,1589.53972579967
925,357,Morro dos Prazeres,1,2012,Morro dos Prazeres,1981/12/12 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,2136,622,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,50627.3511356,50627.3516831143,1628.91880265409
926,358,Ocidental Fallet,2,0,Isolada,1981/11/04 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,749,248,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,46162.1574808,46162.1574806553,1404.51388284405
927,359,Travessa Vista Alegre,2,0,Isolada,1981/06/23 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,154,51,IBGE - Censo Demográfico 2010,N,1818.88271936,1818.88271943949,194.435948886753
928,360,Unidos de Santa Tereza,1,2013,Unidos de Santa Tereza,1981/07/09 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,3768,1203,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,112434.29826,112434.302555804,3773.54907820518
929,362,Vista Alegre do Recreio,2,0,Isolada,1995/05/16 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,689,227,IBGE - Censo Demográfico 2010,N,11231.4292744,11231.4292741482,533.50215536238
930,363,Beira do Canal,2,0,Isolada,1988/10/02 03:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1233,380,IBGE - Censo Demográfico 2010,N,56802.7618259,56802.7569618029,3562.04764332486
931,364,Cachorro Sentado,2,0,Isolada,1981/10/01 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,467,140,IBGE - Censo Demográfico 2010,N,17108.308698,17108.3086980465,1574.55492472234
932,365,Caminho do Bicho,2,0,Isolada,1981/09/25 03:00:00+00,130,Vargem Pequena,24,Barra da Tijuca,4.2,Barra da Tijuca,4,0,0, ,N,307.41508674,307.415086720878,129.415834656335
933,366,Caminho do Marinho,2,0,Isolada,1988/09/25 03:00:00+00,129,Camorim,24,Barra da Tijuca,4.2,Barra da Tijuca,4,936,238,IBGE - Censo Demográfico 2010,N,24590.0462442,24590.0462441018,963.29996572428
934,367,Canal das Tachas,1,2105,Canal das Tachas,1988/09/25 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,4562,1545,IBGE - Censo Demográfico 2010,N,78894.4562004,78894.4562005678,2461.68487553372
935,368,Canal do Cortado,2,0,Isolada,1981/09/25 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,5120,1702,IBGE - Censo Demográfico 2010,N,118967.992763,118967.99142711,5597.87779836245
936,371,Restinga,2,0,Isolada,1981/09/25 03:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,621,195,IBGE - Censo Demográfico 2010,N,14210.7885968,14210.7885969049,699.714035225379
937,372,Rua São Tillon,2,0,Isolada,1981/09/22 03:00:00+00,128,Barra da Tijuca,24,Barra da Tijuca,4.2,Barra da Tijuca,4,116,41,IPP com base em IBGE - Censo Demográfico 2010,N,1983.04427934,1983.04427932386,196.127631114889
938,376,Vila dos Crentes,2,0,Isolada,1981/10/15 03:00:00+00,131,Vargem Grande,24,Barra da Tijuca,4.2,Barra da Tijuca,4,614,204,IBGE - Censo Demográfico 2010,N,18360.1688899,18360.1688898788,1556.31702174014
